ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Key-term
T65832S,"Toxic effect of fiberglass, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T65892S,"Toxic effect of other specified substances, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T6592XS,"Toxic effect of unspecified substance, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T71112S,"Asphyxiation due to smothering under pillow, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T71122S,"Asphyxiation due to plastic bag, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T71132S,"Asphyxiation due to being trapped in bed linens, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T71152S,"Asphyxiation due to smothering in furniture, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T71162S,"Asphyxiation due to hanging, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T71192S,"Asphyxiation due to mechanical threat to breathing due to other causes, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T71222S,"Asphyxiation due to being trapped in a car trunk, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
T71232S,"Asphyxiation due to being trapped in a (discarded) refrigerator, intentional self-harm, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X710XXS,"Intentional self-harm by drowning and submersion while in bathtub, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X711XXS,"Intentional self-harm by drowning and submersion while in swimming pool, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X712XXS,"Intentional self-harm by drowning and submersion after jump into swimming pool, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X713XXS,"Intentional self-harm by drowning and submersion in natural water, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X718XXS,"Other intentional self-harm by drowning and submersion, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X719XXS,"Intentional self-harm by drowning and submersion, unspecified, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X72XXXS,"Intentional self-harm by handgun discharge, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X730XXS,"Intentional self-harm by shotgun discharge, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X731XXS,"Intentional self-harm by hunting rifle discharge, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X732XXS,"Intentional self-harm by machine gun discharge, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X738XXS,"Intentional self-harm by other larger firearm discharge, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X739XXS,"Intentional self-harm by unspecified larger firearm discharge, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X7401XS,"Intentional self-harm by airgun, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X7402XS,"Intentional self-harm by paintball gun, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X7409XS,"Intentional self-harm by other gas, air or spring-operated gun, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X748XXS,"Intentional self-harm by other firearm discharge, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X749XXS,"Intentional self-harm by unspecified firearm discharge, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X75XXXS,"Intentional self-harm by explosive material, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X76XXXS,"Intentional self-harm by smoke, fire and flames, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X770XXS,"Intentional self-harm by steam or hot vapors, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X771XXS,"Intentional self-harm by hot tap water, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X772XXS,"Intentional self-harm by other hot fluids, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X773XXS,"Intentional self-harm by hot household appliances, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X778XXS,"Intentional self-harm by other hot objects, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X779XXS,"Intentional self-harm by unspecified hot objects, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X780XXS,"Intentional self-harm by sharp glass, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X781XXS,"Intentional self-harm by knife, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X782XXS,"Intentional self-harm by sword or dagger, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X788XXS,"Intentional self-harm by other sharp object, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X789XXS,"Intentional self-harm by unspecified sharp object, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X79XXXS,"Intentional self-harm by blunt object, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X80XXXS,"Intentional self-harm by jumping from a high place, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X810XXS,"Intentional self-harm by jumping or lying in front of motor vehicle, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X811XXS,"Intentional self-harm by jumping or lying in front of (subway) train, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X818XXS,"Intentional self-harm by jumping or lying in front of other moving object, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X828XXS,"Other intentional self-harm by crashing of motor vehicle, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X830XXS,"Intentional self-harm by crashing of aircraft, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X831XXS,"Intentional self-harm by electrocution, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X832XXS,"Intentional self-harm by exposure to extremes of cold, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
X838XXS,"Intentional self-harm by other specified means, sequela",MBD034,Mental and substance use disorders; sequela,X,0 Invalid PDX,Intentional self-harm
F10121,Alcohol abuse with intoxication delirium,MBD017,Alcohol-related disorders,Y,0 Not Applicable,delirium
F10221,Alcohol dependence with intoxication delirium,MBD017,Alcohol-related disorders,Y,0 Not Applicable,delirium
F10231,Alcohol dependence with withdrawal delirium,MBD017,Alcohol-related disorders,Y,0 Not Applicable,delirium
F10921,"Alcohol use, unspecified with intoxication delirium",MBD017,Alcohol-related disorders,Y,0 Not Applicable,delirium
F11121,Opioid abuse with intoxication delirium,MBD018,Opioid-related disorders,Y,0 Not Applicable,delirium
F11221,Opioid dependence with intoxication delirium,MBD018,Opioid-related disorders,Y,0 Not Applicable,delirium
F11921,"Opioid use, unspecified with intoxication delirium",MBD018,Opioid-related disorders,Y,0 Not Applicable,delirium
F12121,Cannabis abuse with intoxication delirium,MBD019,Cannabis-related disorders,Y,0 Not Applicable,delirium
F12221,Cannabis dependence with intoxication delirium,MBD019,Cannabis-related disorders,Y,0 Not Applicable,delirium
F12921,"Cannabis use, unspecified with intoxication delirium",MBD019,Cannabis-related disorders,Y,0 Not Applicable,delirium
F13121,Sedatv/hyp/anxiolytc abuse w intoxication delirium,MBD020,Sedative-related disorders,Y,0 Not Applicable,delirium
F13221,Sedatv/hyp/anxiolytc dependence w intoxication delirium,MBD020,Sedative-related disorders,Y,0 Not Applicable,delirium
F13231,Sedatv/hyp/anxiolytc dependence w withdrawal delirium,MBD020,Sedative-related disorders,Y,0 Not Applicable,delirium
F13921,"Sedatv/hyp/anxiolytc use, unsp w intoxication delirium",MBD020,Sedative-related disorders,Y,0 Not Applicable,delirium
F13931,"Sedatv/hyp/anxiolytc use, unsp w withdrawal delirium",MBD020,Sedative-related disorders,Y,0 Not Applicable,delirium
F14121,Cocaine abuse with intoxication with delirium,MBD021,Stimulant-related disorders,Y,0 Not Applicable,delirium
F14221,Cocaine dependence with intoxication delirium,MBD021,Stimulant-related disorders,Y,0 Not Applicable,delirium
F14921,"Cocaine use, unspecified with intoxication delirium",MBD021,Stimulant-related disorders,Y,0 Not Applicable,delirium
F15121,Other stimulant abuse with intoxication delirium,MBD021,Stimulant-related disorders,Y,0 Not Applicable,delirium
F15221,Other stimulant dependence with intoxication delirium,MBD021,Stimulant-related disorders,Y,0 Not Applicable,delirium
F15921,"Other stimulant use, unspecified with intoxication delirium",MBD021,Stimulant-related disorders,Y,0 Not Applicable,delirium
F16121,Hallucinogen abuse with intoxication with delirium,MBD022,Hallucinogen-related disorders,Y,0 Not Applicable,delirium
F16221,Hallucinogen dependence with intoxication with delirium,MBD022,Hallucinogen-related disorders,Y,0 Not Applicable,delirium
F16921,"Hallucinogen use, unsp with intoxication with delirium",MBD022,Hallucinogen-related disorders,Y,0 Not Applicable,delirium
F18121,Inhalant abuse with intoxication delirium,MBD023,Inhalant-related disorders,Y,0 Not Applicable,delirium
F18221,Inhalant dependence with intoxication delirium,MBD023,Inhalant-related disorders,Y,0 Not Applicable,delirium
F18921,"Inhalant use, unspecified with intoxication with delirium",MBD023,Inhalant-related disorders,Y,0 Not Applicable,delirium
F19121,Oth psychoactive substance abuse with intoxication delirium,MBD025,Other specified substance-related disorders,Y,0 Not Applicable,delirium
F19221,Oth psychoactive substance dependence w intox delirium,MBD025,Other specified substance-related disorders,Y,0 Not Applicable,delirium
F19231,Oth psychoactive substance dependence w withdrawal delirium,MBD025,Other specified substance-related disorders,Y,0 Not Applicable,delirium
F19921,"Oth psychoactive substance use, unsp w intox w delirium",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,delirium
F19931,"Oth psychoactive substance use, unsp w withdrawal delirium",MBD025,Other specified substance-related disorders,Y,0 Not Applicable,delirium
F062,Psychotic disorder w delusions due to known physiol cond,MBD001,Schizophrenia spectrum and other psychotic disorders,Y,0 Not Applicable,Delusions
F10150,Alcohol abuse with alcohol-induced psychotic disorder with delusions,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,Delusions
F10150,Alcohol abuse with alcohol-induced psychotic disorder with delusions,MBD017,Alcohol-related disorders,Y,10 Substance use disorders,Delusions
F10250,Alcohol dependence with alcohol-induced psychotic disorder with delusions,MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,Delusions
F10250,Alcohol dependence with alcohol-induced psychotic disorder with delusions,MBD017,Alcohol-related disorders,Y,10 Substance use disorders,Delusions
F10950,"Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions",MBD001,Schizophrenia spectrum and other psychotic disorders,N,10 Substance use disorders,Delusions
F10950,"Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions",MBD017,Alcohol-related disorders,Y,10 Substance use disorders,Delusions
