ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Condition
S98029A,"Partial traumatic amp of unsp foot at ankle level, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98029D,"Partial traumatic amp of unsp foot at ankle level, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98111A,"Complete traumatic amputation of right great toe, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98111D,"Complete traumatic amputation of right great toe, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98112A,"Complete traumatic amputation of left great toe, init encntr",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98112D,"Complete traumatic amputation of left great toe, subs encntr",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98119A,"Complete traumatic amputation of unsp great toe, init encntr",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98119D,"Complete traumatic amputation of unsp great toe, subs encntr",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98121A,"Partial traumatic amputation of right great toe, init encntr",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98121D,"Partial traumatic amputation of right great toe, subs encntr",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98122A,"Partial traumatic amputation of left great toe, init encntr",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98122D,"Partial traumatic amputation of left great toe, subs encntr",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98129A,"Partial traumatic amputation of unsp great toe, init encntr",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98129D,"Partial traumatic amputation of unsp great toe, subs encntr",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98131A,"Complete traumatic amputation of one right lesser toe, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98131D,"Complete traumatic amputation of one right lesser toe, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98132A,"Complete traumatic amputation of one left lesser toe, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98132D,"Complete traumatic amputation of one left lesser toe, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98139A,"Complete traumatic amputation of one unsp lesser toe, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98139D,"Complete traumatic amputation of one unsp lesser toe, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98141A,"Partial traumatic amputation of one right lesser toe, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98141D,"Partial traumatic amputation of one right lesser toe, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98142A,"Partial traumatic amputation of one left lesser toe, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98142D,"Partial traumatic amputation of one left lesser toe, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98149A,"Partial traumatic amputation of one unsp lesser toe, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98149D,"Partial traumatic amputation of one unsp lesser toe, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98211A,"Complete traum amp of two or more right lesser toes, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98211D,"Complete traum amp of two or more right lesser toes, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98212A,"Complete traumatic amp of two or more left lesser toes, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98212D,"Complete traumatic amp of two or more left lesser toes, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98219A,"Complete traumatic amp of two or more unsp lesser toes, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98219D,"Complete traumatic amp of two or more unsp lesser toes, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98221A,"Partial traumatic amp of two or more right lesser toes, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98221D,"Partial traumatic amp of two or more right lesser toes, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98222A,"Partial traumatic amp of two or more left lesser toes, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98222D,"Partial traumatic amp of two or more left lesser toes, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98229A,"Partial traumatic amp of two or more unsp lesser toes, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98229D,"Partial traumatic amp of two or more unsp lesser toes, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98311A,"Complete traumatic amputation of right midfoot, init encntr",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98311D,"Complete traumatic amputation of right midfoot, subs encntr",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98312A,"Complete traumatic amputation of left midfoot, init encntr",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98312D,"Complete traumatic amputation of left midfoot, subs encntr",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98319A,"Complete traumatic amputation of unsp midfoot, init encntr",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98319D,"Complete traumatic amputation of unsp midfoot, subs encntr",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98321A,"Partial traumatic amputation of right midfoot, init encntr",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98321D,"Partial traumatic amputation of right midfoot, subs encntr",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98322A,"Partial traumatic amputation of left midfoot, init encntr",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98322D,"Partial traumatic amputation of left midfoot, subs encntr",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98329A,"Partial traumatic amputation of unsp midfoot, init encntr",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98329D,"Partial traumatic amputation of unsp midfoot, subs encntr",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98911A,"Complete traumatic amp of right foot, level unsp, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98911D,"Complete traumatic amp of right foot, level unsp, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98912A,"Complete traumatic amputation of left foot, level unsp, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98912D,"Complete traumatic amputation of left foot, level unsp, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98919A,"Complete traumatic amputation of unsp foot, level unsp, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98919D,"Complete traumatic amputation of unsp foot, level unsp, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98921A,"Partial traumatic amputation of right foot, level unsp, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98921D,"Partial traumatic amputation of right foot, level unsp, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98922A,"Partial traumatic amputation of left foot, level unsp, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98922D,"Partial traumatic amputation of left foot, level unsp, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S98929A,"Partial traumatic amputation of unsp foot, level unsp, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S98929D,"Partial traumatic amputation of unsp foot, level unsp, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
T1500XA,"Foreign body in cornea, unspecified eye, initial encounter",INJ020,"Effect of foreign body entering opening, initial encounter",Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T1500XD,"Foreign body in cornea, unspecified eye, subs encntr",INJ057,"Effect of foreign body entering opening, subsequent encounter",Y,0 Not Applicable,Foreign body
T1501XA,"Foreign body in cornea, right eye, initial encounter",INJ020,"Effect of foreign body entering opening, initial encounter",Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T1501XD,"Foreign body in cornea, right eye, subsequent encounter",INJ057,"Effect of foreign body entering opening, subsequent encounter",Y,0 Not Applicable,Foreign body
T1502XA,"Foreign body in cornea, left eye, initial encounter",INJ020,"Effect of foreign body entering opening, initial encounter",Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T1502XD,"Foreign body in cornea, left eye, subsequent encounter",INJ057,"Effect of foreign body entering opening, subsequent encounter",Y,0 Not Applicable,Foreign body
T1510XA,"Foreign body in conjunctival sac, unspecified eye, initial encounter",INJ020,"Effect of foreign body entering opening, initial encounter",Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T1510XD,"Foreign body in conjunctival sac, unsp eye, subs encntr",INJ057,"Effect of foreign body entering opening, subsequent encounter",Y,0 Not Applicable,Foreign body
T1511XA,"Foreign body in conjunctival sac, right eye, initial encounter",INJ020,"Effect of foreign body entering opening, initial encounter",Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T1511XD,"Foreign body in conjunctival sac, right eye, subs encntr",INJ057,"Effect of foreign body entering opening, subsequent encounter",Y,0 Not Applicable,Foreign body
T1512XA,"Foreign body in conjunctival sac, left eye, initial encounter",INJ020,"Effect of foreign body entering opening, initial encounter",Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T1512XD,"Foreign body in conjunctival sac, left eye, subs encntr",INJ057,"Effect of foreign body entering opening, subsequent encounter",Y,0 Not Applicable,Foreign body
T1580XA,"Foreign body in other and multiple parts of external eye, unspecified eye, initial encounter",INJ020,"Effect of foreign body entering opening, initial encounter",Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T1580XD,"Fb in oth and multiple parts of external eye, unsp eye, subs",INJ057,"Effect of foreign body entering opening, subsequent encounter",Y,0 Not Applicable,Foreign body
T1581XA,"Foreign body in other and multiple parts of external eye, right eye, initial encounter",INJ020,"Effect of foreign body entering opening, initial encounter",Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T1581XD,"Fb in oth and multiple parts of external eye, r eye, subs",INJ057,"Effect of foreign body entering opening, subsequent encounter",Y,0 Not Applicable,Foreign body
T1582XA,"Foreign body in other and multiple parts of external eye, left eye, initial encounter",INJ020,"Effect of foreign body entering opening, initial encounter",Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T1582XD,"Fb in oth and multiple parts of external eye, left eye, subs",INJ057,"Effect of foreign body entering opening, subsequent encounter",Y,0 Not Applicable,Foreign body
T1590XA,"Foreign body on external eye, part unspecified, unspecified eye, initial encounter",INJ020,"Effect of foreign body entering opening, initial encounter",Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T1590XD,"Foreign body on external eye, part unsp, unsp eye, subs",INJ057,"Effect of foreign body entering opening, subsequent encounter",Y,0 Not Applicable,Foreign body
T1591XA,"Foreign body on external eye, part unspecified, right eye, initial encounter",INJ020,"Effect of foreign body entering opening, initial encounter",Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
