ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Condition,Unnamed: 7
A832,Eastern equine encephalitis,INF008,Viral infection,N,06 Infectious conditions,meningitis,NULL
A833,St Louis encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A834,Australian encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A835,California encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A838,Other mosquito-borne viral encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A839,"Mosquito-borne viral encephalitis, unspecified",INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A840,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A841,Central European tick-borne encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A848,Other tick-borne viral encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A849,"Tick-borne viral encephalitis, unspecified",INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A850,Enteroviral encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A851,Adenoviral encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A852,"Arthropod-borne viral encephalitis, unspecified",INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A858,Other specified viral encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A86,Unspecified viral encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A9231,West Nile virus infection with encephalitis,INF008,Viral infection,Y,05 Condition AA with condition BB,encephalitis,NULL
B004,Herpesviral encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
B0111,Varicella encephalitis and encephalomyelitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
B020,Zoster encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
B050,Measles complicated by encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
B0601,Rubella encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
B1001,Human herpesvirus 6 encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
B1009,Other human herpesvirus encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
B262,Mumps encephalitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A870,Enteroviral meningitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A871,Adenoviral meningitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A872,Lymphocytic choriomeningitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A878,Other viral meningitis,INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
A879,"Viral meningitis, unspecified",INF008,Viral infection,N,06 Infectious conditions,encephalitis,NULL
B003,Herpesviral meningitis,INF008,Viral infection,N,06 Infectious conditions,meningitis,NULL
B010,Varicella meningitis,INF008,Viral infection,N,06 Infectious conditions,meningitis,NULL
B021,Zoster meningitis,INF008,Viral infection,N,06 Infectious conditions,meningitis,NULL
B051,Measles complicated by meningitis,INF008,Viral infection,N,06 Infectious conditions,meningitis,NULL
B0602,Rubella meningitis,INF008,Viral infection,N,06 Infectious conditions,meningitis,NULL
B261,Mumps meningitis,INF008,Viral infection,N,06 Infectious conditions,meningitis,NULL
B2702,Gammaherpesviral mononucleosis with meningitis,INF008,Viral infection,Y,05 Condition AA with condition BB,meningitis,NULL
B2712,Cytomegaloviral mononucleosis with meningitis,INF008,Viral infection,Y,05 Condition AA with condition BB,meningitis,NULL
B2782,Other infectious mononucleosis with meningitis,INF008,Viral infection,Y,05 Condition AA with condition BB,meningitis,NULL
B2792,"Infectious mononucleosis, unspecified with meningitis",INF008,Viral infection,Y,05 Condition AA with condition BB,meningitis,NULL
A066,Amebic brain abscess,NVS014,CNS abscess,Y,06 Infectious conditions,meningitis,NULL
A1781,Tuberculoma of brain and spinal cord,NVS014,CNS abscess,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
A5482,Gonococcal brain abscess,NVS014,CNS abscess,N,06 Infectious conditions,meningitis,NULL
B150,Hepatitis A with hepatic coma,NVS013,Coma; stupor; and brain damage,N,06 Infectious conditions,meningitis,NULL
B160,Acute hepatitis B with delta-agent with hepatic coma,NVS013,Coma; stupor; and brain damage,N,06 Infectious conditions,meningitis,NULL
B162,Acute hepatitis B without delta-agent with hepatic coma,NVS013,Coma; stupor; and brain damage,N,06 Infectious conditions,Brain abscess,NULL
B1711,Acute hepatitis C with hepatic coma,NVS013,Coma; stupor; and brain damage,N,06 Infectious conditions,Brain abscess,NULL
B190,Unspecified viral hepatitis with hepatic coma,NVS013,Coma; stupor; and brain damage,N,06 Infectious conditions,Brain abscess,NULL
B1911,Unspecified viral hepatitis B with hepatic coma,NVS013,Coma; stupor; and brain damage,N,06 Infectious conditions,coma,NULL
B1921,Unspecified viral hepatitis C with hepatic coma,NVS013,Coma; stupor; and brain damage,N,06 Infectious conditions,coma,NULL
B431,Pheomycotic brain abscess,NVS014,CNS abscess,Y,06 Infectious conditions,coma,NULL
E035,Myxedema coma,NVS013,Coma; stupor; and brain damage,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,coma,NULL
E0801,Diabetes mellitus due to underlying condition with hyperosmolarity with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E0811,Diabetes mellitus due to underlying condition with ketoacidosis with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E08641,Diabetes mellitus due to underlying condition with hypoglycemia with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E0901,Drug or chemical induced diabetes mellitus with hyperosmolarity with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E0911,Drug or chemical induced diabetes mellitus with ketoacidosis with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E09641,Drug or chemical induced diabetes mellitus with hypoglycemia with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E1011,Type 1 diabetes mellitus with ketoacidosis with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E10641,Type 1 diabetes mellitus with hypoglycemia with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E1101,Type 2 diabetes mellitus with hyperosmolarity with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E1111,Type 2 diabetes mellitus with ketoacidosis with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E11641,Type 2 diabetes mellitus with hypoglycemia with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E1301,Other specified diabetes mellitus with hyperosmolarity with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E1311,Other specified diabetes mellitus with ketoacidosis with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E13641,Other specified diabetes mellitus with hypoglycemia with coma,NVS013,Coma; stupor; and brain damage,N,02 Diabetes mellitus,coma,NULL
E15,Nondiabetic hypoglycemic coma,NVS013,Coma; stupor; and brain damage,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,coma,NULL
G060,Intracranial abscess and granuloma,NVS014,CNS abscess,Y,0 Not Applicable,coma,NULL
G061,Intraspinal abscess and granuloma,NVS014,CNS abscess,Y,0 Not Applicable,coma,NULL
G062,"Extradural and subdural abscess, unspecified",NVS014,CNS abscess,Y,0 Not Applicable,coma,NULL
G07,Intcrn & intraspinal abscs & granuloma in dis classd elswhr,NVS014,CNS abscess,Y,0 Not Applicable,coma,NULL
G931,"Anoxic brain damage, not elsewhere classified",NVS013,Coma; stupor; and brain damage,Y,0 Not Applicable,coma,NULL
K7041,Alcoholic hepatic failure with coma,NVS013,Coma; stupor; and brain damage,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Brain abscess,NULL
K7111,"Toxic liver disease with hepatic necrosis, with coma",NVS013,Coma; stupor; and brain damage,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Brain abscess,NULL
K7201,Acute and subacute hepatic failure with coma,NVS013,Coma; stupor; and brain damage,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Brain abscess,NULL
K7211,Chronic hepatic failure with coma,NVS013,Coma; stupor; and brain damage,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Brain abscess,NULL
K7291,"Hepatic failure, unspecified with coma",NVS013,Coma; stupor; and brain damage,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Brain abscess,NULL
R400,Somnolence,NVS013,Coma; stupor; and brain damage,Y,0 Not Applicable,coma,NULL
R401,Stupor,NVS013,Coma; stupor; and brain damage,Y,0 Not Applicable,coma,NULL
R4020,Unspecified coma,NVS013,Coma; stupor; and brain damage,Y,0 Not Applicable,coma,NULL
R403,Persistent vegetative state,NVS013,Coma; stupor; and brain damage,Y,0 Not Applicable,coma,NULL
A1782,Tuberculous meningoencephalitis,NVS002,Encephalitis,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,coma,NULL
A3212,Listerial meningoencephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,coma,NULL
A3981,Meningococcal encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,coma,NULL
A4282,Actinomycotic encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,coma,NULL
A5042,Late congenital syphilitic encephalitis,NVS002,Encephalitis,N,"03 Pregnancy, perinatal, and congenital malformation",coma,NULL
A5214,Late syphilitic encephalitis,NVS002,Encephalitis,N,06 Infectious conditions,Encephalitis,NULL
A811,Subacute sclerosing panencephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A830,Japanese encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A831,Western equine encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A832,Eastern equine encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A833,St Louis encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A834,Australian encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A835,California encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A836,Rocio virus disease,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A838,Other mosquito-borne viral encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A839,"Mosquito-borne viral encephalitis, unspecified",NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A840,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A841,Central European tick-borne encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A848,Other tick-borne viral encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A849,"Tick-borne viral encephalitis, unspecified",NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A850,Enteroviral encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A851,Adenoviral encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A852,"Arthropod-borne viral encephalitis, unspecified",NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A858,Other specified viral encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A86,Unspecified viral encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A922,Venezuelan equine fever,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
A9231,West Nile virus infection with encephalitis,NVS002,Encephalitis,N,05 Condition AA with condition BB,Encephalitis,NULL
B004,Herpesviral encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
B0111,Varicella encephalitis and encephalomyelitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
B020,Zoster encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
B050,Measles complicated by encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
B0601,Rubella encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
B1001,Human herpesvirus 6 encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
B1009,Other human herpesvirus encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
B262,Mumps encephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
B4081,Blastomycotic meningoencephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
B5742,Meningoencephalitis in Chagas disease,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
B582,Toxoplasma meningoencephalitis,NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
B6011,Meningoencephalitis due to Acanthamoeba (culbertsoni),NVS002,Encephalitis,Y,06 Infectious conditions,Encephalitis,NULL
G0400,"Acute disseminated encephalitis and encephalomyelitis, unsp",NVS002,Encephalitis,Y,0 Not Applicable,Encephalitis,NULL
G0401,Postinfect acute dissem encephalitis and encephalomyelitis,NVS002,Encephalitis,Y,0 Not Applicable,Encephalitis,NULL
G0402,"Postimmunization acute disseminated encephalitis, myelitis and encephalomyelitis",NVS002,Encephalitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Encephalitis,NULL
G042,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified",NVS002,Encephalitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Encephalitis,NULL
G0430,"Acute necrotizing hemorrhagic encephalopathy, unspecified",NVS002,Encephalitis,Y,0 Not Applicable,Encephalitis,NULL
G0431,Postinfectious acute necrotizing hemorrhagic encephalopathy,NVS002,Encephalitis,Y,0 Not Applicable,Encephalitis,NULL
G0432,Postimmunization acute necrotizing hemorrhagic encephalopathy,NVS002,Encephalitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Encephalitis,NULL
G0439,Other acute necrotizing hemorrhagic encephalopathy,NVS002,Encephalitis,Y,0 Not Applicable,Encephalitis,NULL
G0481,Other encephalitis and encephalomyelitis,NVS002,Encephalitis,Y,0 Not Applicable,Encephalitis,NULL
G0489,Other myelitis,NVS002,Encephalitis,Y,0 Not Applicable,Encephalitis,NULL
G0490,"Encephalitis and encephalomyelitis, unspecified",NVS002,Encephalitis,Y,0 Not Applicable,Encephalitis,NULL
G0491,"Myelitis, unspecified",NVS002,Encephalitis,Y,0 Not Applicable,Encephalitis,NULL
G053,Encephalitis and encephalomyelitis in diseases classd elswhr,NVS002,Encephalitis,Y,0 Not Applicable,Encephalitis,NULL
G054,Myelitis in diseases classified elsewhere,NVS002,Encephalitis,Y,0 Not Applicable,Encephalitis,NULL
A0101,Typhoid meningitis,NVS001,Meningitis,Y,06 Infectious conditions,Encephalitis,NULL
A0221,Salmonella meningitis,NVS001,Meningitis,Y,06 Infectious conditions,Encephalitis,NULL
A170,Tuberculous meningitis,NVS001,Meningitis,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Encephalitis,NULL
A171,Meningeal tuberculoma,NVS001,Meningitis,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Encephalitis,NULL
A203,Plague meningitis,NVS001,Meningitis,Y,06 Infectious conditions,Encephalitis,NULL
A2781,Aseptic meningitis in leptospirosis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
A3211,Listerial meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
A390,Meningococcal meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
A4281,Actinomycotic meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
A5041,Late congenital syphilitic meningitis,NVS001,Meningitis,N,"03 Pregnancy, perinatal, and congenital malformation",meningitis,NULL
A5141,Secondary syphilitic meningitis,NVS001,Meningitis,N,06 Infectious conditions,meningitis,NULL
A5213,Late syphilitic meningitis,NVS001,Meningitis,N,06 Infectious conditions,meningitis,NULL
A5481,Gonococcal meningitis,NVS001,Meningitis,N,06 Infectious conditions,meningitis,NULL
A6921,Meningitis due to Lyme disease,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
A870,Enteroviral meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
A871,Adenoviral meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
A872,Lymphocytic choriomeningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
A878,Other viral meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
A879,"Viral meningitis, unspecified",NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
B003,Herpesviral meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
B010,Varicella meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
B021,Zoster meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
B051,Measles complicated by meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
B0602,Rubella meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
B261,Mumps meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
B2702,Gammaherpesviral mononucleosis with meningitis,NVS001,Meningitis,N,05 Condition AA with condition BB,meningitis,NULL
B2712,Cytomegaloviral mononucleosis with meningitis,NVS001,Meningitis,N,05 Condition AA with condition BB,meningitis,NULL
B2782,Other infectious mononucleosis with meningitis,NVS001,Meningitis,N,05 Condition AA with condition BB,meningitis,NULL
B2792,"Infectious mononucleosis, unspecified with meningitis",NVS001,Meningitis,N,05 Condition AA with condition BB,meningitis,NULL
B375,Candidal meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
B384,Coccidioidomycosis meningitis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
B4281,Cerebral sporotrichosis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
B451,Cerebral cryptococcosis,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
B5741,Meningitis in Chagas disease,NVS001,Meningitis,Y,06 Infectious conditions,meningitis,NULL
D8681,Sarcoid meningitis,NVS001,Meningitis,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G000,Hemophilus meningitis,NVS001,Meningitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G001,Pneumococcal meningitis,NVS001,Meningitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G002,Streptococcal meningitis,NVS001,Meningitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G003,Staphylococcal meningitis,NVS001,Meningitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G008,Other bacterial meningitis,NVS001,Meningitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G009,"Bacterial meningitis, unspecified",NVS001,Meningitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G01,Meningitis in bacterial diseases classified elsewhere,NVS001,Meningitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G02,Meningitis in other infectious and parasitic diseases classified elsewhere,NVS001,Meningitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G030,Nonpyogenic meningitis,NVS001,Meningitis,Y,0 Not Applicable,meningitis,NULL
G031,Chronic meningitis,NVS001,Meningitis,Y,0 Not Applicable,meningitis,NULL
G032,Benign recurrent meningitis [Mollaret],NVS001,Meningitis,Y,0 Not Applicable,meningitis,NULL
G038,Meningitis due to other specified causes,NVS001,Meningitis,Y,0 Not Applicable,meningitis,NULL
G039,"Meningitis, unspecified",NVS001,Meningitis,Y,0 Not Applicable,meningitis,NULL
A5210,"Symptomatic neurosyphilis, unspecified",NVS003,Other specified CNS infection and poliomyelitis,N,06 Infectious conditions,meningitis,NULL
A5211,Tabes dorsalis,NVS003,Other specified CNS infection and poliomyelitis,N,06 Infectious conditions,meningitis,NULL
A5212,Other cerebrospinal syphilis,NVS003,Other specified CNS infection and poliomyelitis,N,06 Infectious conditions,meningitis,NULL
A5217,General paresis,NVS003,Other specified CNS infection and poliomyelitis,N,06 Infectious conditions,meningitis,NULL
A5219,Other symptomatic neurosyphilis,NVS003,Other specified CNS infection and poliomyelitis,N,06 Infectious conditions,meningitis,NULL
A522,Asymptomatic neurosyphilis,NVS003,Other specified CNS infection and poliomyelitis,N,06 Infectious conditions,CNS infection,NULL
A523,"Neurosyphilis, unspecified",NVS003,Other specified CNS infection and poliomyelitis,N,06 Infectious conditions,CNS infection,NULL
A800,"Acute paralytic poliomyelitis, vaccine-associated",NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A801,"Acute paralytic poliomyelitis, wild virus, imported",NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A802,"Acute paralytic poliomyelitis, wild virus, indigenous",NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A8030,"Acute paralytic poliomyelitis, unspecified",NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A8039,Other acute paralytic poliomyelitis,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A804,Acute nonparalytic poliomyelitis,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A809,"Acute poliomyelitis, unspecified",NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A8100,"Creutzfeldt-Jakob disease, unspecified",NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A8101,Variant Creutzfeldt-Jakob disease,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A8109,Other Creutzfeldt-Jakob disease,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A812,Progressive multifocal leukoencephalopathy,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A8181,Kuru,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A8182,Gerstmann-Straussler-Scheinker syndrome,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A8183,Fatal familial insomnia,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A8189,Other atypical virus infections of central nervous system,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A819,"Atypical virus infection of central nervous system, unspecified",NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A820,Sylvatic rabies,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A821,Urban rabies,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A829,"Rabies, unspecified",NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A880,Enteroviral exanthematous fever [Boston exanthem],NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A881,Epidemic vertigo,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A888,Other specified viral infections of central nervous system,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
A89,Unspecified viral infection of central nervous system,NVS003,Other specified CNS infection and poliomyelitis,Y,06 Infectious conditions,CNS infection,NULL
G14,Postpolio syndrome,NVS003,Other specified CNS infection and poliomyelitis,Y,0 Not Applicable,CNS infection,NULL
J690,Pneumonitis due to inhalation of food and vomit,RSP010,Aspiration pneumonitis,Y,0 Not Applicable,CNS infection,NULL
J691,Pneumonitis due to inhalation of oils and essences,RSP010,Aspiration pneumonitis,Y,12 More than one CCSR category matches the ICD-10-CM codebook chapter,CNS infection,NULL
J698,Pneumonitis due to inhalation of other solids and liquids,RSP010,Aspiration pneumonitis,Y,12 More than one CCSR category matches the ICD-10-CM codebook chapter,CNS infection,NULL
J954,Chemical pneumonitis due to anesthesia,RSP010,Aspiration pneumonitis,N,01 Postprocedural or postoperative complications,CNS infection,NULL
O29011,"Aspiration pneumonitis due to anesthesia during pregnancy, first trimester",RSP010,Aspiration pneumonitis,N,"03 Pregnancy, perinatal, and congenital malformation",CNS infection,NULL
O29012,"Aspiration pneumonitis due to anesthesia during pregnancy, second trimester",RSP010,Aspiration pneumonitis,N,"03 Pregnancy, perinatal, and congenital malformation",Aspiration pneumonitis,NULL
O29013,"Aspiration pneumonitis due to anesthesia during pregnancy, third trimester",RSP010,Aspiration pneumonitis,N,"03 Pregnancy, perinatal, and congenital malformation",Aspiration pneumonitis,NULL
O29019,"Aspiration pneumonitis due to anesthesia during pregnancy, unspecified trimester",RSP010,Aspiration pneumonitis,N,"03 Pregnancy, perinatal, and congenital malformation",Aspiration pneumonitis,NULL
O740,Aspiration pneumonitis due to anesthesia during labor and delivery,RSP010,Aspiration pneumonitis,N,12 More than one CCSR category matches the ICD-10-CM codebook chapter,Aspiration pneumonitis,NULL
O8901,Aspiration pneumonitis due to anesthesia during the puerperium,RSP010,Aspiration pneumonitis,N,"03 Pregnancy, perinatal, and congenital malformation",Aspiration pneumonitis,NULL
J982,Interstitial emphysema,RSP011,"Pleurisy, pleural effusion and pulmonary collapse",Y,0 Not Applicable,Aspiration pneumonitis,NULL
J930,Spontaneous tension pneumothorax,RSP014,Pneumothorax,Y,0 Not Applicable,Aspiration pneumonitis,NULL
J9311,Primary spontaneous pneumothorax,RSP014,Pneumothorax,Y,0 Not Applicable,Aspiration pneumonitis,NULL
J9312,Secondary spontaneous pneumothorax,RSP014,Pneumothorax,Y,0 Not Applicable,Aspiration pneumonitis,NULL
J9381,Chronic pneumothorax,RSP014,Pneumothorax,Y,0 Not Applicable,Aspiration pneumonitis,NULL
J9382,Other air leak,RSP014,Pneumothorax,Y,0 Not Applicable,Interstitial emphysema,NULL
J9383,Other pneumothorax,RSP014,Pneumothorax,Y,0 Not Applicable,Pneumothorax,NULL
J939,"Pneumothorax, unspecified",RSP014,Pneumothorax,Y,0 Not Applicable,Pneumothorax,NULL
J95811,Postprocedural pneumothorax,RSP014,Pneumothorax,N,01 Postprocedural or postoperative complications,Pneumothorax,NULL
J80,Acute respiratory distress syndrome,RSP012,Respiratory failure; insufficiency; arrest,Y,0 Not Applicable,Pneumothorax,NULL
J95821,Acute postprocedural respiratory failure,RSP012,Respiratory failure; insufficiency; arrest,N,01 Postprocedural or postoperative complications,Pneumothorax,NULL
J95822,Acute and chronic postprocedural respiratory failure,RSP012,Respiratory failure; insufficiency; arrest,N,01 Postprocedural or postoperative complications,Pneumothorax,NULL
J9600,"Acute respiratory failure, unsp w hypoxia or hypercapnia",RSP012,Respiratory failure; insufficiency; arrest,Y,0 Not Applicable,Pneumothorax,NULL
