ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Foreign body
T63114A,"Toxic effect of venom of gila monster, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63122A,"Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63122A,"Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63123A,"Toxic effect of venom of other venomous lizard, assault, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63123A,"Toxic effect of venom of other venomous lizard, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63124A,"Toxic effect of venom of other venomous lizard, undetermined, initial encounter",EXT012,External cause codes: bites; initial encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63124A,"Toxic effect of venom of other venomous lizard, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63192A,"Toxic effect of venom of other reptiles, intentional self-harm, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63192A,"Toxic effect of venom of other reptiles, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63193A,"Toxic effect of venom of other reptiles, assault, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63193A,"Toxic effect of venom of other reptiles, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63194A,"Toxic effect of venom of other reptiles, undetermined, initial encounter",EXT012,External cause codes: bites; initial encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63194A,"Toxic effect of venom of other reptiles, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T632X2A,"Toxic effect of venom of scorpion, intentional self-harm, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T632X2A,"Toxic effect of venom of scorpion, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T632X3A,"Toxic effect of venom of scorpion, assault, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T632X3A,"Toxic effect of venom of scorpion, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T632X4A,"Toxic effect of venom of scorpion, undetermined, initial encounter",EXT012,External cause codes: bites; initial encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T632X4A,"Toxic effect of venom of scorpion, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63302A,"Toxic effect of unspecified spider venom, intentional self-harm, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63302A,"Toxic effect of unspecified spider venom, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63303A,"Toxic effect of unspecified spider venom, assault, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63303A,"Toxic effect of unspecified spider venom, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63304A,"Toxic effect of unspecified spider venom, undetermined, initial encounter",EXT012,External cause codes: bites; initial encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63304A,"Toxic effect of unspecified spider venom, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63312A,"Toxic effect of venom of black widow spider, intentional self-harm, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63312A,"Toxic effect of venom of black widow spider, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63313A,"Toxic effect of venom of black widow spider, assault, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63313A,"Toxic effect of venom of black widow spider, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63314A,"Toxic effect of venom of black widow spider, undetermined, initial encounter",EXT012,External cause codes: bites; initial encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63314A,"Toxic effect of venom of black widow spider, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63322A,"Toxic effect of venom of tarantula, intentional self-harm, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63322A,"Toxic effect of venom of tarantula, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63323A,"Toxic effect of venom of tarantula, assault, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63323A,"Toxic effect of venom of tarantula, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63324A,"Toxic effect of venom of tarantula, undetermined, initial encounter",EXT012,External cause codes: bites; initial encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63324A,"Toxic effect of venom of tarantula, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63332A,"Toxic effect of venom of brown recluse spider, intentional self-harm, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63332A,"Toxic effect of venom of brown recluse spider, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63333A,"Toxic effect of venom of brown recluse spider, assault, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63333A,"Toxic effect of venom of brown recluse spider, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63334A,"Toxic effect of venom of brown recluse spider, undetermined, initial encounter",EXT012,External cause codes: bites; initial encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63334A,"Toxic effect of venom of brown recluse spider, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63392A,"Toxic effect of venom of other spider, intentional self-harm, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63392A,"Toxic effect of venom of other spider, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63393A,"Toxic effect of venom of other spider, assault, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63393A,"Toxic effect of venom of other spider, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63394A,"Toxic effect of venom of other spider, undetermined, initial encounter",EXT012,External cause codes: bites; initial encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63394A,"Toxic effect of venom of other spider, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
T63412A,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63412A,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63413A,"Toxic effect of venom of centipedes and venomous millipedes, assault, initial encounter",EXT012,External cause codes: bites; initial encounter,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63413A,"Toxic effect of venom of centipedes and venomous millipedes, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Bites
T63414A,"Toxic effect of venom of centipedes and venomous millipedes, undetermined, initial encounter",EXT012,External cause codes: bites; initial encounter,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Bites
