ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Comment
F06Z3PZ,Aphasia Treatment using Computer,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z3YZ,Aphasia Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z3ZZ,Aphasia Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z4KZ,Articulation/Phonology Treatment using Audiovisual Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z4PZ,Articulation/Phonology Treatment using Computer,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z4QZ,Articulation/Phonology Trmt w Speech Analysis Equip,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z4TZ,Articulation/Phonology Trmt w Aerodynam Funct Equip,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z4YZ,Articulation/Phonology Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z4ZZ,Articulation/Phonology Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z5KZ,Aural Rehabilitation Treatment using Audiovisual Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z5LZ,Aural Rehabilitation Treatment using Assist Listen Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z5MZ,Aural Rehabilitation Treatment using Augment Comm Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z5NZ,Aural Rehab Treatment using Biosensory Feedback Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z5PZ,Aural Rehabilitation Treatment using Computer,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z5QZ,Aural Rehab Treatment using Speech Analysis Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z5SZ,Aural Rehab Treatment using Voice Analysis Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z5YZ,Aural Rehabilitation Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z5ZZ,Aural Rehabilitation Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z6KZ,Comm/Cognit Skill Treatment using AV Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z6MZ,Comm/Cognit Skill Treatment using Augment Comm Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z6PZ,Comm/Cognit Skill Treatment using Computer,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z6YZ,Comm/Cognit Skill Treatment using Oth Equip,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z6ZZ,Communicative/Cognitive Integration Skills Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z74Z,Fluency Treatment using Acoust Immit/Reflex Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z7KZ,Fluency Treatment using Audiovisual Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z7NZ,Fluency Treatment using Biosensory Feedback Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z7QZ,Fluency Treatment using Speech Analysis Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z7SZ,Fluency Treatment using Voice Analysis Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z7TZ,Fluency Treatment using Aerodynamic Function Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z7YZ,Fluency Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z7ZZ,Fluency Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z8KZ,Motor Speech Treatment using Audiovisual Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z8NZ,Motor Speech Treatment using Biosensory Feedback Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z8PZ,Motor Speech Treatment using Computer,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z8QZ,Motor Speech Treatment using Speech Analysis Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z8SZ,Motor Speech Treatment using Voice Analysis Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z8TZ,Motor Speech Treatment using Aerodynamic Function Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z8YZ,Motor Speech Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z8ZZ,Motor Speech Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z9KZ,Orofacial Myofunctional Treatment using AV Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z9PZ,Orofacial Myofunctional Treatment using Computer,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z9YZ,Orofacial Myofunctional Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06Z9ZZ,Orofacial Myofunctional Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZBKZ,Receptive/Expressive Language Treatment using AV Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZBLZ,Receptive/Express Lang Trmt w Assist Listen Equip,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZBMZ,Receptive/Express Lang Trmt w Augment Comm Equip,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZBPZ,Receptive/Expressive Language Treatment using Computer,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZBYZ,Receptive/Expressive Language Treatment using Oth Equip,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZBZZ,Receptive/Expressive Language Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZCKZ,Voice Treatment using Audiovisual Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZCNZ,Voice Treatment using Biosensory Feedback Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZCPZ,Voice Treatment using Computer,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZCSZ,Voice Treatment using Voice Analysis Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZCTZ,Voice Treatment using Aerodynamic Function Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZCVZ,Voice Treatment using Speech Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZCYZ,Voice Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZCZZ,Voice Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZDMZ,Swallow Dysfunction Treatment using Augment Comm Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZDTZ,Swallow Dysfunction Trmt w Aerodynam Funct Equip,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZDVZ,Swallowing Dysfunction Treatment using Speech Prosthesis,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZDYZ,Swallowing Dysfunction Treatment using Other Equipment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F06ZDZZ,Swallowing Dysfunction Treatment,NULL,Other physical therapy and rehabilitation,NULL,NULL,Rehabilitation care;
F0700EZ,"ROM & Jt Mobility Trmt Neuro Head, Neck w Orthosis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0700FZ,"ROM & Jt Mobility Trmt Neuro Head, Neck w Assist Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0700UZ,"ROM & Jt Mobility Trmt Neuro Head, Neck w Prosthesis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0700YZ,"ROM & Jt Mobility Trmt Neuro Head, Neck w Oth Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0700ZZ,"ROM & Jt Mobility Treatment of Neuro Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0701EZ,"Muscle Perform Treatment of Neuro Head, Neck using Orthosis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0701FZ,"Muscle Perform Trmt Neuro Head, Neck w Assist Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0701UZ,"Muscle Perform Trmt Neuro Head, Neck w Prosthesis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0701YZ,"Muscle Perform Treatment of Neuro Head, Neck using Oth Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0701ZZ,"Muscle Performance Treatment of Neuro Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0702EZ,"Coord/Dexterity Treatment of Neuro Head, Neck using Orthosis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0702FZ,"Coord/Dexterity Trmt Neuro Head, Neck w Assist Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0702UZ,"Coord/Dexterity Trmt Neuro Head, Neck w Prosthesis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0702YZ,"Coord/Dexterity Trmt Neuro Head, Neck w Oth Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0702ZZ,"Coordination/Dexterity Treatment of Neuro Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0703EZ,"Motor Function Treatment of Neuro Head, Neck using Orthosis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0703FZ,"Motor Functn Trmt Neuro Head, Neck w Assist Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0703UZ,"Motor Functn Treatment of Neuro Head, Neck using Prosthesis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0703YZ,"Motor Function Treatment of Neuro Head, Neck using Oth Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0703ZZ,"Motor Function Treatment of Neuro Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0706BZ,"Exercise Treatment of Neuro Head, Neck using Physical Agent",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0706CZ,"Exercise Treatment of Neuro Head, Neck using Mech Equipment",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0706DZ,"Exercise Trmt Neuro Head, Neck w Electrotherap Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0706EZ,"Exercise Treatment of Neuro Head, Neck using Orthosis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0706FZ,"Exercise Trmt Neuro Head, Neck w Assist Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0706GZ,"Exercise Trmt Neuro Head, Neck w Aerobic Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0706HZ,"Exercise Trmt Neuro Head, Neck w Mech/Electromech Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0706UZ,"Exercise Treatment of Neuro Head, Neck using Prosthesis",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0706YZ,"Exercise Treatment of Neuro Head, Neck using Oth Equip",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0706ZZ,"Therapeutic Exercise Treatment of Neuro Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0707ZZ,"Manual Therapy Techniques Treatment of Neuro Head, Neck",NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0710EZ,ROM & Jt Mobility Trmt Neuro Up Back/UE w Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0710FZ,ROM & Jt Mobility Trmt Neuro Up Back/UE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0710UZ,ROM & Jt Mobility Trmt Neuro Up Back/UE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0710YZ,ROM & Jt Mobility Trmt Neuro Up Back/UE w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0710ZZ,ROM & Jt Mobility Treatment of Neuro Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0711EZ,Muscle Perform Treatment of Neuro Up Back/UE using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0711FZ,Muscle Perform Trmt Neuro Up Back/UE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0711UZ,Muscle Perform Trmt Neuro Up Back/UE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0711YZ,Muscle Perform Treatment of Neuro Up Back/UE using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0711ZZ,Muscle Performance Treatment of Neuro Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0712EZ,Coord/Dexterity Treatment of Neuro Up Back/UE using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0712FZ,Coord/Dexterity Trmt Neuro Up Back/UE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0712UZ,Coord/Dexterity Trmt Neuro Up Back/UE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0712YZ,Coord/Dexterity Trmt Neuro Up Back/UE w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0712ZZ,Coordination/Dexterity Treatment of Neuro Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0713EZ,Motor Function Treatment of Neuro Up Back/UE using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0713FZ,Motor Functn Trmt Neuro Up Back/UE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0713UZ,Motor Functn Treatment of Neuro Up Back/UE using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0713YZ,Motor Function Treatment of Neuro Up Back/UE using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0713ZZ,Motor Function Treatment of Neuro Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0716BZ,Exercise Treatment of Neuro Up Back/UE using Physical Agent,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0716CZ,Exercise Treatment of Neuro Up Back/UE using Mech Equipment,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0716DZ,Exercise Trmt Neuro Up Back/UE w Electrotherap Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0716EZ,Exercise Treatment of Neuro Up Back/UE using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0716FZ,Exercise Trmt Neuro Up Back/UE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0716GZ,Exercise Trmt Neuro Up Back/UE w Aerobic Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0716HZ,Exercise Trmt Neuro Up Back/UE w Mech/Electromech Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0716UZ,Exercise Treatment of Neuro Up Back/UE using Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0716YZ,Exercise Treatment of Neuro Up Back/UE using Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0716ZZ,Therapeutic Exercise Treatment of Neuro Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0717ZZ,Manual Therapy Techniques Treatment of Neuro Up Back/UE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0720EZ,ROM & Jt Mobility Trmt Neuro Low Back/LE w Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0720FZ,ROM & Jt Mobility Trmt Neuro Low Back/LE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0720UZ,ROM & Jt Mobility Trmt Neuro Low Back/LE w Prosthesis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0720YZ,ROM & Jt Mobility Trmt Neuro Low Back/LE w Oth Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0720ZZ,ROM & Jt Mobility Treatment of Neuro Low Back/LE,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0721EZ,Muscle Perform Treatment of Neuro Low Back/LE using Orthosis,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
F0721FZ,Muscle Perform Trmt Neuro Low Back/LE w Assist Equip,NULL,Physical therapy exercises; manipulation; and other procedures,NULL,NULL,Rehabilitation care;
